id,susceptibility_BV,infectivity_BV,susceptibility_EV,infectivity_EV,susceptibility,infectivity,susceptibility_ln,infectivity_ln,IndexCase_0,group,Tinf,frailties,Epi.type,I,R,eRates,V1
1445,0.635018079032351,-2.81838203546267e-07,0,0,0.635018079032351,-2.81838203546267e-07,1.88705625730147,0.999999718161836,0,85,0,lognormal,SI,1,,0,9.99999785731797
1511,0.297395533877237,-9.88230070045244e-07,0,0,0.297395533877237,-9.88230070045244e-07,1.34634772027983,0.999999011770418,1,85,5.52095579772973,lognormal,SI,1,,0,9.99999785731797
1532,0.280895679904099,-1.25895921856056e-06,0,0,0.280895679904099,-1.25895921856056e-06,1.32431544401483,0.999998741041574,1,85,7.73804042858273,lognormal,SI,1,,0,9.99999785731797
1578,0.232808763508127,5.32031505067256e-07,0,0,0.232808763508127,5.32031505067256e-07,1.2621400890038,1.00000053203165,1,85,2.36452368206649,lognormal,SI,1,,0,9.99999785731797
607,0.0858326637156002,-4.68788569230652e-07,0,0,0.0858326637156002,-4.68788569230652e-07,1.08962397942065,0.999999531211541,1,86,3.36627936197555,lognormal,SI,1,,0,9.99999821096294
615,-0.115255462301978,-5.67692823677313e-07,0,0,-0.115255462301978,-5.67692823677313e-07,0.891138462543045,0.999999432307338,1,86,0.727037556707919,lognormal,SI,1,,0,9.99999821096294
686,0.673097826525012,2.30507030023385e-07,0,0,0.673097826525012,2.30507030023385e-07,1.96030059548193,1.00000023050706,1,86,3.5785674560204,lognormal,SI,1,,0,9.99999821096294
775,0.0845464236174954,-7.74076230906076e-08,0,0,0.0845464236174954,-7.74076230906076e-08,1.0882233623245,0.99999992259238,1,86,1.84807813181523,lognormal,SI,1,,0,9.99999821096294
812,-0.456162717220297,6.99450105977459e-08,0,0,-0.456162717220297,6.99450105977459e-08,0.633710713063046,1.00000006994501,1,86,1.19528404958876,lognormal,SI,1,,0,9.99999821096294
1256,-0.110467612607734,-6.68510260809633e-07,0,0,-0.110467612607734,-6.68510260809633e-07,0.895415329887402,0.999999331489963,1,86,3.78580344955406,lognormal,SI,1,,0,9.99999821096294
1306,-0.301804781683784,-2.28344323094545e-07,0,0,-0.301804781683784,-2.28344323094545e-07,0.739482411310748,0.999999771655703,1,86,3.27102129977979,lognormal,SI,1,,0,9.99999821096294
1347,-0.303250493760404,1.35851813539187e-07,0,0,-0.303250493760404,1.35851813539187e-07,0.738414105075951,1.00000013585182,1,86,1.49144719406853,lognormal,SI,1,,0,9.99999821096294
1449,0.337048827989072,-1.56690284630599e-07,0,0,0.337048827989072,-1.56690284630599e-07,1.40080746068006,0.999999843309728,0,86,0,lognormal,SI,1,,0,9.99999821096294
1585,0.236935372417682,-5.79076103739212e-08,0,0,0.236935372417682,-5.79076103739212e-08,1.26735920876693,0.999999942092391,1,86,2.17760650189756,lognormal,SI,1,,0,9.99999821096294
609,-0.393769786763102,5.96988555757324e-07,0,0,-0.393769786763102,5.96988555757324e-07,0.674509319341671,1.00000059698873,1,87,1.24896482596453,lognormal,SI,1,,0,9.99999876206636
683,0.353051825005076,7.95453384573178e-07,0,0,0.353051825005076,7.95453384573178e-07,1.42340490948878,1.0000007954537,1,87,5.06795109561632,lognormal,SI,1,,0,9.99999876206636
803,-0.314765157984086,-9.19258726441461e-07,0,0,-0.314765157984086,-9.19258726441461e-07,0.729960279485267,0.999999080741696,1,87,3.18589883900805,lognormal,SI,1,,0,9.99999876206636
1059,-0.412635466345508,-4.28044736024187e-07,0,0,-0.412635466345508,-4.28044736024187e-07,0.661903524965615,0.999999571955356,1,87,5.92508393731723,lognormal,SI,1,,0,9.99999876206636
1077,-0.0838187610445833,-4.91860677854811e-07,0,0,-0.0838187610445833,-4.91860677854811e-07,0.919597907957005,0.999999508139443,1,87,5.02280655211266,lognormal,SI,1,,0,9.99999876206636
1263,0.35760534147796,3.49469181024525e-07,0,0,0.35760534147796,3.49469181024525e-07,1.42990118641897,1.00000034946924,1,87,4.08865383921733,lognormal,SI,1,,0,9.99999876206636
1293,-0.0810180530935695,-4.38582804125484e-07,0,0,-0.0810180530935695,-4.38582804125484e-07,0.922177043145884,0.999999561417292,1,87,2.86915140016303,lognormal,SI,1,,0,9.99999876206636
1297,0.637161143759945,-6.62492602190772e-07,0,0,0.637161143759945,-6.62492602190772e-07,1.89110467746927,0.999999337507617,1,87,1.88400783536736,lognormal,SI,1,,0,9.99999876206636
